Text,Created_at,Tweet_id,RT_count,Fav_count,Hashtags,Language,Reply_to_status_id,Reply_to_user_id,Reply_to_user,Quoted_status,Username,Bio_description,User_followers_count,User_friends_count,User_statuses_count,Account_verified,Account_created_at,User_location,URL,URL_reply,Account_creation_year,Suspicious_account
"@CarmenAdeCastro @Sumoroutlet Esa mujer, saco los colmillos., con su carita de que santa,  esta con la fusión  haitiana al igual que su esposo
#SEVAN",2022-04-16 02:56:12,1515162113588834315,0,0,"[{'text': 'SEVAN', 'indices': [143, 149]}]",es,1.5150960635433247e+18,47945097.0,CarmenAdeCastro,False,bido_oniel,,101,724,4259,False,2019-08-01 00:01:41,,https://twitter.com/bido_oniel/status/1515162113588834315,https://twitter.com/user/status/1515096063543324674,2019,False
"@el_mecapalero A las calles, vayan sacando las antorchas y camisetas blancas! 
#fueraxiomel
#sevan",2022-04-16 02:55:50,1515162021020540930,0,5,"[{'text': 'fueraxiomel', 'indices': [79, 91]}, {'text': 'sevan', 'indices': [92, 98]}]",es,1.5149673955295396e+18,265751124.0,el_mecapalero,False,DBobrinha,"ProVida💙, ProFamilia👨‍👩‍👦💙💖💪🇭🇳🇮🇷🇧🇷🇬🇹🇪🇸🇦🇷🇹🇷🇷🇺
MUJER💅 🧠en contra de TODA la basura Globalista 🦄🤖👻🤡👹👁💣",139,520,3147,False,2022-01-30 04:14:13,,https://twitter.com/DBobrinha/status/1515162021020540930,https://twitter.com/user/status/1514967395529539595,2022,False
Este es el Gobierno que nos gastamos los Dominicanos #nosabengobernar donde esta todo el dinero de esos préstamos?  #SeVan https://t.co/q3XcYKQC3y,2022-04-16 02:43:16,1515158856996990978,0,1,"[{'text': 'nosabengobernar', 'indices': [53, 69]}, {'text': 'SeVan', 'indices': [116, 122]}]",es,,,,False,sdn_con_abel,Trabajo y Esfuerzo,78,900,27,False,2021-12-13 13:14:23,,https://twitter.com/sdn_con_abel/status/1515158856996990978,https://twitter.com/user/status/None,2021,False
"@devengo Y a ustedes y al PRM, perdonalos que no saben lo que hacen. #Sevan",2022-04-16 02:19:54,1515152976029130752,0,0,"[{'text': 'Sevan', 'indices': [69, 75]}]",es,1.5151476401823007e+18,20542960.0,devengo,False,JOANFRODRIGUEZ1,Dominicano.,113,230,1530,False,2020-12-20 01:24:47,Dominican Republic,https://twitter.com/JOANFRODRIGUEZ1/status/1515152976029130752,https://twitter.com/user/status/1515147640182300673,2020,False
"¿Usted está loco? Ya veo que no compra comida, medicina, no paga luz y mucho menos produce. Solo alguien que esté viviendo del gobierno puede desear una tragedia así.
#SeVan https://t.co/OwtkK8iMCT",2022-04-16 02:12:58,1515151230649180170,0,0,"[{'text': 'SeVan', 'indices': [167, 173]}]",es,,,,True,KandeliPuya24,"Padre,esposo, Lcdo,en CE mención Biología & Química,",557,986,1763,False,2021-06-10 02:00:22,,https://twitter.com/KandeliPuya24/status/1515151230649180170,https://twitter.com/user/status/None,2021,False
"@Kmercedes16 @Jaimebobadilla1 @CarlosPenard @JaimeRinconRD @HazimNoelia Cultura satánica, gracias a Dios que en menos de dos años hay elecciones 
#SEVAN, satánicos, hijos del diablo.",2022-04-16 02:03:08,1515148757222006784,2,9,"[{'text': 'SEVAN', 'indices': [146, 152]}]",es,1.5150993973858673e+18,1.3488437630792458e+18,Kmercedes16,False,bido_oniel,,101,724,4259,False,2019-08-01 00:01:41,,https://twitter.com/bido_oniel/status/1515148757222006784,https://twitter.com/user/status/1515099397385867276,2019,False
"@marcelopueIIaok Tranqui gordi ya te dije...deja de mentir, deja de seguir instalando odio y grieta. Ustedes #SeVan pronto tooooodos",2022-04-16 01:34:53,1515141648291975169,0,1,"[{'text': 'SeVan', 'indices': [109, 115]}]",es,1.5150539139254313e+18,193782586.0,marcelopueIIaok,False,natti_pro,"#8A#8N#Nisman#AntiK#Radical#JxC 
Dsd 10/12/19 Gobierna el kancer✌🏿🖐️ #MiPresidenteEsMacri🇦🇷💪 20J-9J-17A-26A-13S-12O-8N-7D-27F-18N#SoyDel41%-14A-25M-9J",377,717,20008,False,2012-04-22 04:28:05,Buenos Aires CABA,https://twitter.com/natti_pro/status/1515141648291975169,https://twitter.com/user/status/1515053913925431306,2012,False
"Este gobierno es un estuche de traídores de la patria. 
Roberto Fulcar les debe una explicación al pueblo dominicano y el defensa el pueblo también. 
Como es posible que dos funcionarios públicos anden con los símbolos patrios así 👇 
Son traídores. 
#ElCambioFueUnaTrampa 
#SeVan https://t.co/ZLS2CUSxZ2",2022-04-16 01:17:18,1515137224471367681,3,7,"[{'text': 'ElCambioFueUnaTrampa', 'indices': [250, 271]}, {'text': 'SeVan', 'indices': [273, 279]}]",es,,,,False,franchiscastill,"El principio de la sabiduría es el temor de Jehová; Los insensatos desprecian la sabiduría y la enseñanza.
Dios siempre al control de mi vida.",2230,2705,2774,False,2021-08-20 23:36:08,,https://twitter.com/franchiscastill/status/1515137224471367681,https://twitter.com/user/status/None,2021,False
@DipreDiprr @GabySanchezRD @EddyDeGracia @kikoschewerer @marizan_rafael @SiperMr @Bigotes41582488 Charlatan respétate 🤣🤣 sinverguenza te desenmascararon farsante estos perremeista dan asco son unos cínicos corruptos #sevan y no vuelven jamás 🤮,2022-04-16 01:16:27,1515137007760072707,0,2,"[{'text': 'sevan', 'indices': [216, 222]}]",es,1.515107369721684e+18,2954822153.0,DipreDiprr,False,sobeiraotaez,#Firme 🇩🇴 El que habita al abrigo del altísimo morará bajo la sombra del Omnipotente. Salmo 91,13243,2155,159946,False,2011-08-14 00:46:04,republica dominicana 🇩🇴,https://twitter.com/sobeiraotaez/status/1515137007760072707,https://twitter.com/user/status/1515107369721683968,2011,False
El @PRM_Oficial es el fiasco más grande que ahora mismo tiene República Dominicana #nosabengobernar #SeVan https://t.co/fpl9QGzEXX,2022-04-16 01:08:47,1515135081240801287,1,2,"[{'text': 'nosabengobernar', 'indices': [83, 99]}, {'text': 'SeVan', 'indices': [100, 106]}]",es,,,,False,sdn_con_abel,Trabajo y Esfuerzo,78,900,27,False,2021-12-13 13:14:23,,https://twitter.com/sdn_con_abel/status/1515135081240801287,https://twitter.com/user/status/None,2021,False
@rayssageorge @miguelortega9 El sueño del PRM pero no se le va a dar #SeVan,2022-04-16 01:03:22,1515133716053602310,0,0,"[{'text': 'SeVan', 'indices': [69, 75]}]",es,1.5150117006590403e+18,602520693.0,rayssageorge,False,Frankli49467732,vivo mi vidad,162,502,2088,False,2021-01-14 18:47:43,,https://twitter.com/Frankli49467732/status/1515133716053602310,https://twitter.com/user/status/1515011700659040261,2021,True
@raquelarbaje En serio señora que ustedes mínimo creén que los dominicanos somos indios todavía. El país se está cayendo a pedazos y ustedes en populismo barato por Pinochos #SeVan,2022-04-16 01:01:00,1515133120432988170,0,10,"[{'text': 'SeVan', 'indices': [174, 180]}]",es,1.5150298064879493e+18,64085882.0,raquelarbaje,False,franchiscastill,"El principio de la sabiduría es el temor de Jehová; Los insensatos desprecian la sabiduría y la enseñanza.
Dios siempre al control de mi vida.",2230,2705,2774,False,2021-08-20 23:36:08,,https://twitter.com/franchiscastill/status/1515133120432988170,https://twitter.com/user/status/1515029806487949319,2021,False
"@Larbaca4 @luisabinader @raquelarbaje Oigan a esta, que la cultura hay que protegerla, nos tienen eo país  llenos de Haitianos,  aguantando todas su asquerosidad gracias a su al gobierno de @luisabinader, el pueblo hablara en las urnas en el 2024
#SEVAN",2022-04-16 00:58:42,1515132542038458368,1,7,"[{'text': 'SEVAN', 'indices': [247, 253]}]",es,1.515017918752432e+18,1.4086120587242455e+18,Larbaca4,False,bido_oniel,,101,724,4259,False,2019-08-01 00:01:41,,https://twitter.com/bido_oniel/status/1515132542038458368,https://twitter.com/user/status/1515017918752432140,2019,False
@elnuevodiariord #SEVAN,2022-04-16 00:54:44,1515131543190130697,0,0,"[{'text': 'SEVAN', 'indices': [17, 23]}]",und,1.5151307978371482e+18,87690452.0,elnuevodiariord,False,bido_oniel,,101,724,4259,False,2019-08-01 00:01:41,,https://twitter.com/bido_oniel/status/1515131543190130697,https://twitter.com/user/status/1515130797837148161,2019,False
"@alejanpitt @rossi_delfina #SeVan o, mejor dicho #LosEcharemosParaSiempre Un año y chirola y serán sólo la peor parte de nuestra Historia.
#NuncaMásPeronismo ¡pero nunca más!",2022-04-16 00:50:44,1515130536242688010,0,0,"[{'text': 'SeVan', 'indices': [27, 33]}, {'text': 'LosEcharemosParaSiempre', 'indices': [49, 73]}, {'text': 'NuncaMásPeronismo', 'indices': [139, 157]}]",es,1.5151298199730053e+18,1281544554.0,alejanpitt,False,ricaviNeron,,1404,1401,21894,False,2013-02-13 02:51:34,,https://twitter.com/ricaviNeron/status/1515130536242688010,https://twitter.com/user/status/1515129819973005317,2013,False
@MargaWirkierman @Luis_Delia @C5N @jramospadilla @NatiAbdala @lukitas96833265 @migalvarez63 @ciudadanodegaia @makako77 @RMattarollo @joserftvrionegr @alferdez #sevan los K 🤣🤣🤣✌✌✌✌,2022-04-16 00:40:07,1515127865112608768,0,0,"[{'text': 'sevan', 'indices': [159, 165]}]",es,1.5151258805818655e+18,177612041.0,MargaWirkierman,False,Martinro101,Productor de Seguros,12,114,124,False,2021-11-07 17:19:21,,https://twitter.com/Martinro101/status/1515127865112608768,https://twitter.com/user/status/1515125880581865472,2021,False
@gabicerru @alferdez El empleado(Políticos) gana más que el Patrón (Pueblo)#MendoExit #SeVan #ELECCIONESYA https://t.co/s8fCpc4ety,2022-04-16 00:35:49,1515126785175818243,0,0,"[{'text': 'MendoExit', 'indices': [75, 85]}, {'text': 'SeVan', 'indices': [86, 92]}, {'text': 'ELECCIONESYA', 'indices': [93, 106]}]",es,1.4488048275726213e+18,38078904.0,gabicerru,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515126785175818243,https://twitter.com/user/status/1448804827572621318,2014,False
@KUKASLADRONES1 #SeVan #ELECCIONESYA #MendoExit https://t.co/CZWMZzKjsA,2022-04-16 00:30:31,1515125448010731526,0,0,"[{'text': 'SeVan', 'indices': [16, 22]}, {'text': 'ELECCIONESYA', 'indices': [23, 36]}, {'text': 'MendoExit', 'indices': [37, 47]}]",und,1.51498517364489e+18,1.279022652829696e+18,KUKASLADRONES1,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515125448010731526,https://twitter.com/user/status/1514985173644890115,2014,False
@Luis_Delia @C5N @MargaWirkierman @jramospadilla @NatiAbdala @lukitas96833265 @migalvarez63 @ciudadanodegaia @makako77 @RMattarollo @joserftvrionegr @alferdez Tu Gobierno dá asco #sevan,2022-04-16 00:27:39,1515124727534161922,0,1,"[{'text': 'sevan', 'indices': [179, 185]}]",es,1.515118784519975e+18,132704571.0,Luis_Delia,False,Martinro101,Productor de Seguros,12,114,124,False,2021-11-07 17:19:21,,https://twitter.com/Martinro101/status/1515124727534161922,https://twitter.com/user/status/1515118784519974914,2021,False
@Adriana56224210 #SeVan #CFKLadronaDeLaNacionArgentina #ChorraCrisPresa #CristinaAsesina https://t.co/0XjqGpD2Of,2022-04-16 00:25:44,1515124246606872578,0,0,"[{'text': 'SeVan', 'indices': [17, 23]}, {'text': 'CFKLadronaDeLaNacionArgentina', 'indices': [24, 54]}, {'text': 'ChorraCrisPresa', 'indices': [55, 71]}, {'text': 'CristinaAsesina', 'indices': [72, 88]}]",und,1.5150355813482947e+18,1.3701214819429212e+18,Adriana56224210,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515124246606872578,https://twitter.com/user/status/1515035581348294667,2014,False
"@angelca78307733 @SandraFj1 Y ustedes ¿vienen bien afiladeros a robarse la otra mitad?porque al paso que van, entre préstamos y entregas, es poco lo que en el 24 van a dejar; porque están uds. tan desesperados hablando pleplas porque #sevan #nosabengobernar pero robar si que saben.",2022-04-16 00:18:06,1515122324785274881,0,0,"[{'text': 'sevan', 'indices': [234, 240]}, {'text': 'nosabengobernar', 'indices': [241, 257]}]",es,1.5149679665505772e+18,1.4042216391816028e+18,angelca78307733,False,Mendigamivida,JARABACOA Y NO DIGO MAS 😍,219,465,7965,False,2016-05-24 21:11:02,United States,https://twitter.com/Mendigamivida/status/1515122324785274881,https://twitter.com/user/status/1514967966550577159,2016,False
"@RgarciaMoq Cual es el miedo
Como quira
#sevan",2022-04-16 00:07:32,1515119666426957832,0,1,"[{'text': 'sevan', 'indices': [40, 46]}]",es,1.514788899255513e+18,1.4700686120021565e+18,RgarciaMoq,False,escobillon1,"Amigo de los amigo 
 Leonelista 
Liceysta
Altagraciano",1290,1196,17195,False,2010-12-25 16:39:51,La Romana RD,https://twitter.com/escobillon1/status/1515119666426957832,https://twitter.com/user/status/1514788899255513097,2010,False
"@gerpmartinez Ud tiene una jefa con múltiples causas imperdonables ¿y habla de desobedecer órdenes judiciales? Un fiscal asesinado q podía terminar con el nefasto reinado de su movimiento corrupto, avalando a un juez q desacata la orden del Superior Tribunal de Justicia? Cinismo K #NSB #SeVan",2022-04-16 00:01:19,1515118101670645762,0,0,"[{'text': 'NSB', 'indices': [282, 286]}, {'text': 'SeVan', 'indices': [287, 293]}]",es,1.5143552847764316e+18,173639486.0,gerpmartinez,False,ricaviNeron,,1404,1401,21894,False,2013-02-13 02:51:34,,https://twitter.com/ricaviNeron/status/1515118101670645762,https://twitter.com/user/status/1514355284776431616,2013,False
"@raquelarbaje vaya a mandar en la cultura de su país libané no aquí. 
Somos República Dominicana no somos Haití. 
De que #SeVan anti dominicanos traídores https://t.co/QCOWH7QnsK",2022-04-15 23:55:48,1515116711074217985,2,1,"[{'text': 'SeVan', 'indices': [121, 127]}]",es,,64085882.0,raquelarbaje,False,franchiscastill,"El principio de la sabiduría es el temor de Jehová; Los insensatos desprecian la sabiduría y la enseñanza.
Dios siempre al control de mi vida.",2230,2705,2774,False,2021-08-20 23:36:08,,https://twitter.com/franchiscastill/status/1515116711074217985,https://twitter.com/user/status/None,2021,False
"@SergioChouza @LulaOficial @AgenciaTelam Lula promete reformas impositivas y laborales, eso festejás ? Qué rápido te pasaste al barco libertario🤣🤣🤣 !!!! #SeVan",2022-04-15 23:55:30,1515116635979321345,0,9,"[{'text': 'SeVan', 'indices': [153, 159]}]",es,1.5149380842023608e+18,9.574558836798136e+17,SergioChouza,False,LadyMariam1,"Anti Kchorros! A favor de la libertad, la vida, la familia, la educación, el trabajo y el deporte!",3031,4995,18599,False,2010-07-12 14:34:15,,https://twitter.com/LadyMariam1/status/1515116635979321345,https://twitter.com/user/status/1514938084202360836,2010,False
Perdonalos Dios mio....#NoSabenGobernar #SeVan ....Amen https://t.co/MguBAeuQIF,2022-04-15 23:54:59,1515116506207690757,0,0,"[{'text': 'NoSabenGobernar', 'indices': [23, 39]}, {'text': 'SeVan', 'indices': [40, 46]}]",es,,,,True,CesarMotaMIDE,Presidente Movimiento Institucional Democratico,190,205,5465,False,2010-08-12 14:15:47,Santo Domingo,https://twitter.com/CesarMotaMIDE/status/1515116506207690757,https://twitter.com/user/status/None,2010,False
@Miguel_Boggiano @morandolucas @Santiagobulat @lanacionmas Muchos estamos cansados de que los políticos nos tomen de pelotudos!! Nos vienen charlando como si fuéramos unos boludos!! Basta por favor esto va a terminar muy mal #SeVan #ELECCIONESYA #MendoExit https://t.co/LlhvlfjVBf,2022-04-15 23:36:54,1515111956927029250,0,0,"[{'text': 'SeVan', 'indices': [225, 231]}, {'text': 'ELECCIONESYA', 'indices': [232, 245]}, {'text': 'MendoExit', 'indices': [246, 256]}]",es,1.5151025752925553e+18,56818132.0,Miguel_Boggiano,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515111956927029250,https://twitter.com/user/status/1515102575292555268,2014,False
"Y mientras algunos patéticos populistas, perioNistas, massistas disfrazados de anarquistas, Medios agitando el humo q inventa el desgobierno por día, los Líderes siguen recibiendo invitaciones para DAR CÁTEDRA. 
#Macri2023 #SeVan 
""Es el fin del populismo"" Mauricio Macri. https://t.co/QUO89NrpTQ",2022-04-15 23:35:53,1515111699363336197,0,0,"[{'text': 'Macri2023', 'indices': [212, 222]}, {'text': 'SeVan', 'indices': [223, 229]}]",es,,,,True,ricaviNeron,,1404,1401,21894,False,2013-02-13 02:51:34,,https://twitter.com/ricaviNeron/status/1515111699363336197,https://twitter.com/user/status/None,2013,False
"#NiUnVotoAlVerde #PVEM #NosVemosEnLasUrnas 
#SeVan #Derechito y sin escalas.
Bye! https://t.co/NkEsQciL0h",2022-04-15 23:27:23,1515109561279131648,0,0,"[{'text': 'NiUnVotoAlVerde', 'indices': [0, 16]}, {'text': 'PVEM', 'indices': [17, 22]}, {'text': 'NosVemosEnLasUrnas', 'indices': [23, 42]}, {'text': 'SeVan', 'indices': [44, 50]}, {'text': 'Derechito', 'indices': [51, 61]}]",es,,,,False,Juanto20d40_II,"Hermano malvado de @Juanto20d40 Algún día volvera? Cosas de la vida, ya lo dice el sabio refran: A la grande le puse Cuca ...Gracias twitter.",412,776,8674,False,2017-04-19 00:59:30,Seguimos aquí y ahora.,https://twitter.com/Juanto20d40_II/status/1515109561279131648,https://twitter.com/user/status/None,2017,False
Perdonalos Dios mio #NoSabenGobernar por eso #SeVan Amen...,2022-04-15 23:07:16,1515104497864900610,1,3,"[{'text': 'NoSabenGobernar', 'indices': [20, 36]}, {'text': 'SeVan', 'indices': [45, 51]}]",es,,,,False,CesarMotaMIDE,Presidente Movimiento Institucional Democratico,190,205,5465,False,2010-08-12 14:15:47,Santo Domingo,https://twitter.com/CesarMotaMIDE/status/1515104497864900610,https://twitter.com/user/status/None,2010,False
"Un recuerdo de lo que planteamos en 2018 y luego se cumplió tras las #EleccionesCPACF            Que #Rizzo no te siga mintiendo. #SeVan 26, 27 y 28 de Abril Votá Lista 67 #UnidadEnDefensaDeLaAbogacía ⁦@jpgodoyvelez⁩ https://t.co/JzxPYOjWvH",2022-04-15 22:51:18,1515100480095068167,2,10,"[{'text': 'EleccionesCPACF', 'indices': [69, 85]}, {'text': 'Rizzo', 'indices': [101, 107]}, {'text': 'SeVan', 'indices': [130, 136]}, {'text': 'UnidadEnDefensaDeLaAbogacía', 'indices': [172, 200]}]",es,,,,False,EncuentroEAI,"Encuentro de Abogados Independientes. Dignidad, Democracia y Respeto.",3382,788,8684,False,2015-08-28 21:04:20,Ciudad  de Buenos Aires,https://twitter.com/EncuentroEAI/status/1515100480095068167,https://twitter.com/user/status/None,2015,False
"@AngelMa75439782 @marizan_rafael Ohhh si, pero Macarulla es mano derecha de tu presidente.  #SeVan  en el 24",2022-04-15 22:06:21,1515089170125017092,0,1,"[{'text': 'SeVan', 'indices': [92, 98]}]",es,1.514993924724691e+18,1.2783803906008023e+18,AngelMa75439782,False,marc_jeldes,"Dominicano, promotor del desarollo científico y social de mi pais. Mayor transparencia y descentralización del Estado",8,60,308,False,2022-02-27 18:01:21,,https://twitter.com/marc_jeldes/status/1515089170125017092,https://twitter.com/user/status/1514993924724690950,2022,False
"@BeatrizValleM No me parece raro que los defienda si fueron los que apoyaron el congreso que quería imponer el narco Joh.

Si eso hubiera pasado Joh a esta hora estaría en libertad.

#SeVan",2022-04-15 22:04:50,1515088787583422469,0,0,"[{'text': 'SeVan', 'indices': [183, 189]}]",es,1.5150366326169436e+18,148794399.0,BeatrizValleM,False,MummRa1618,Sufrir sin quejarnos es la unica leccion que debemos aprender en la vida.,2076,1199,13514,False,2014-04-07 18:21:14,,https://twitter.com/MummRa1618/status/1515088787583422469,https://twitter.com/user/status/1515036632616943617,2014,False
@FerIglesias @MarielMer1 @larroqueandres #SeVan #ELECCIONESYA #MendoExit https://t.co/35AXDEOg2R,2022-04-15 21:54:07,1515086088498417665,0,1,"[{'text': 'SeVan', 'indices': [41, 47]}, {'text': 'ELECCIONESYA', 'indices': [48, 61]}, {'text': 'MendoExit', 'indices': [62, 72]}]",und,1.5148292056152474e+18,43814969.0,FerIglesias,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515086088498417665,https://twitter.com/user/status/1514829205615247362,2014,False
@ceriani_pablo @Aerolineas_AR #SeVan #ELECCIONESYA #MendoExit https://t.co/NxgLC0e2N0,2022-04-15 21:49:10,1515084843012399108,0,0,"[{'text': 'SeVan', 'indices': [30, 36]}, {'text': 'ELECCIONESYA', 'indices': [37, 50]}, {'text': 'MendoExit', 'indices': [51, 61]}]",und,1.514939290580566e+18,1.2142057817818604e+18,ceriani_pablo,False,Mendoza44Juan,"Soy responsable de lo que digo, no de lo que entiendas.",2309,3744,19886,False,2014-06-16 21:46:48,,https://twitter.com/Mendoza44Juan/status/1515084843012399108,https://twitter.com/user/status/1514939290580566019,2014,False
"@robertinocarles @CFKArgentina @p_justicialista Como estamos es democracia, podés decir lo que pienses, al igual que lamentamos, que nos representes, a los ARGENTINOS HONESTOS en Italia, sos un PARÁSITO REPTADOR, que por suerte #SeVan.
VAN A CORRER SRT.",2022-04-15 21:45:40,1515083962753953804,0,0,"[{'text': 'SeVan', 'indices': [228, 234]}]",es,1.5147164647035412e+18,126783988.0,robertinocarles,False,Indio84948200,PROCTOLOGO,455,386,20477,False,2020-02-04 17:50:22,República BANANERA,https://twitter.com/Indio84948200/status/1515083962753953804,https://twitter.com/user/status/1514716464703541253,2020,True
@MoreauLeopoldo Tranqui ustedes #SeVan https://t.co/71aTQZ2BC7,2022-04-15 21:27:12,1515079314760355842,0,0,"[{'text': 'SeVan', 'indices': [32, 38]}]",es,1.514988989475926e+18,4529320173.0,MoreauLeopoldo,False,monivignoli,,145,482,5233,False,2014-12-29 16:06:36,,https://twitter.com/monivignoli/status/1515079314760355842,https://twitter.com/user/status/1514988989475926026,2014,False
Miren al hijo de alberto no se le cayó el ombligo y ya tiene tanta fuerza en los brazos #sevan #mmpresidente #cfkpresa #quesevayantodos https://t.co/tqucs8T7tl,2022-04-15 20:47:09,1515069235713777666,0,1,"[{'text': 'sevan', 'indices': [88, 94]}, {'text': 'mmpresidente', 'indices': [95, 108]}, {'text': 'cfkpresa', 'indices': [109, 118]}, {'text': 'quesevayantodos', 'indices': [119, 135]}]",es,,,,False,JoaquinLeonelF,,597,253,42778,False,2010-11-11 19:36:20,Ituzaingo,https://twitter.com/JoaquinLeonelF/status/1515069235713777666,https://twitter.com/user/status/None,2010,False
@C5N #SeVan https://t.co/bJqPC4W6WP,2022-04-15 20:29:54,1515064898056863749,0,2,"[{'text': 'SeVan', 'indices': [5, 11]}]",und,1.5147775586418852e+18,152325528.0,C5N,False,Klauss62594494,"Quien vota corruptos no es víctima, es cómplice. Argentino del 42%. Acérrimo enemigo del populismo y la Korrupción.",2361,2104,66347,False,2019-08-05 13:18:41,Ciudad Autónoma de Buenos Aire,https://twitter.com/Klauss62594494/status/1515064898056863749,https://twitter.com/user/status/1514777558641885186,2019,True
"Estoy impaciente que hoy l@s twitter@s no hayan publicado el ""Sermón de las 7 Malas Palabras""
Comienzo...
1 - #SeVan!!!
2 -
3 -
4 -
5 -
6 -
7 -

@DoctorFarola @KeylinAcosta @Alexandraros01 @LaDoc91 @HazimNoelia @zuleicagarcia88 @criscaricaturas @ConceSantelises @Lasuspendiditaa",2022-04-15 20:02:07,1515057902863671300,0,1,"[{'text': 'SeVan', 'indices': [110, 116]}]",es,,,,False,CambioReversa,"DERECHO - PROVida - Sólo Tomo Café Cuando Visito - Me Gustan las Mujeres, y Hacer Tortillas de Huevo con Pan - A Veces Pienso Como HOMBRE, y Opino Como MUJER",16,112,733,False,2022-03-25 17:02:19,En tus bellos pensamientos,https://twitter.com/CambioReversa/status/1515057902863671300,https://twitter.com/user/status/None,2022,False
"@rossi_delfina Sólo a los delincuentes les molesta que les miren la cara. El que nada debe, nada teme!!! #SeVan",2022-04-15 19:55:00,1515056112864620544,0,0,"[{'text': 'SeVan', 'indices': [105, 111]}]",es,1.5149488469624914e+18,535633686.0,rossi_delfina,False,LadyMariam1,"Anti Kchorros! A favor de la libertad, la vida, la familia, la educación, el trabajo y el deporte!",3031,4995,18599,False,2010-07-12 14:34:15,,https://twitter.com/LadyMariam1/status/1515056112864620544,https://twitter.com/user/status/1514948846962491395,2010,False
@AmparoD47143035 Ya sus arreglos no están dando frutos por eso han tenido que recurrir a las cuentas bots para tratar de salvar está podredumbre de gobierno que se quieren vender como cambio y pulcros y están más podrido que un mango q cae de la mata maduro y dura un mes en el suelo tirado #Sevan,2022-04-15 19:34:42,1515051005439840261,0,0,"[{'text': 'Sevan', 'indices': [291, 297]}]",es,1.514943039776641e+18,1.2223829264295895e+18,AmparoD47143035,False,Richard89470924,,59,164,3662,False,2017-07-09 20:58:27,,https://twitter.com/Richard89470924/status/1515051005439840261,https://twitter.com/user/status/1514943039776641030,2017,True
Luego los repatrian muertos. SANGRE sobre las cabezas del familión Zelaya desde la matanza de los Horcones hasta el día de hoy. #sevan #fueraxiomel #fueranarcodictadurazelaya https://t.co/9HlRQWlmll,2022-04-15 19:26:19,1515048894228533259,1,4,"[{'text': 'sevan', 'indices': [128, 134]}, {'text': 'fueraxiomel', 'indices': [135, 147]}, {'text': 'fueranarcodictadurazelaya', 'indices': [148, 174]}]",es,,,,True,DBobrinha,"ProVida💙, ProFamilia👨‍👩‍👦💙💖💪🇭🇳🇮🇷🇧🇷🇬🇹🇪🇸🇦🇷🇹🇷🇷🇺
MUJER💅 🧠en contra de TODA la basura Globalista 🦄🤖👻🤡👹👁💣",139,520,3147,False,2022-01-30 04:14:13,,https://twitter.com/DBobrinha/status/1515048894228533259,https://twitter.com/user/status/None,2022,False
"@MaryRiv65179504 @GustavoLeonGom1 Son de los peor doblemente hipócritas , decían ser diferente pero mintieron de nuevo. 
#sevan #fueraxiomel",2022-04-15 18:58:58,1515042012994719750,0,2,"[{'text': 'sevan', 'indices': [121, 127]}, {'text': 'fueraxiomel', 'indices': [128, 140]}]",es,1.5150268296854405e+18,1.491746007943635e+18,MaryRiv65179504,False,DBobrinha,"ProVida💙, ProFamilia👨‍👩‍👦💙💖💪🇭🇳🇮🇷🇧🇷🇬🇹🇪🇸🇦🇷🇹🇷🇷🇺
MUJER💅 🧠en contra de TODA la basura Globalista 🦄🤖👻🤡👹👁💣",139,520,3147,False,2022-01-30 04:14:13,,https://twitter.com/DBobrinha/status/1515042012994719750,https://twitter.com/user/status/1515026829685440522,2022,False
